Project ID,Compliance Program ID (ARB or Ecology),Project Developer,Project Name,Project Type,Project Methodology/Protocol,Current Crediting Period Start Date,Current Crediting Period End Date,Voluntary Status,Compliance Program Status (ARB or Ecology),Project Status Date,Project Site Location,Project Site State,Project Site Country,Sustainable Development Goal(s),Current VVB,ACR Project Validation,Total Number of Credits Registered ,Documents,Project Website
ACR535,CAOD5535,Hudson Technologies Company,Hudson Tech 2020-1,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,1/14/2020,1/13/2030,N/A,Listed - Active ARB Project,1/15/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",GHD Limited,N/A,89632,View,
ACR538,CAOD5538,Hudson Technologies Company,Hudson Tech 2020-2,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,3/13/2020,3/12/2030,N/A,Listed - Active ARB Project,2/25/2020,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",GHD Limited,N/A,58481,View,
ACR550,CAOD5550,Hudson Technologies Company,Hudson Tech 2020-3,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,6/12/2020,6/11/2030,N/A,Listed - Active ARB Project,5/1/2020,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,59364,View,www.hudsontech.com
ACR582,CAOD5582,Hudson Technologies Company,Hudson Tech 2020-4,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,9/18/2020,9/17/2030,N/A,Listed - Active ARB Project,9/2/2020,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,56334,View,www.hudsontech.com
ACR619,CAOD5619,Hudson Technologies Company,Hudson Tech 2021-1,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,1/12/2021,1/11/2031,N/A,Listed - Active ARB Project,1/22/2021,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,163910,View,www.hudsontech.com
ACR649,CAOD649,Hudson Technologies Company,Hudson Tech 2021-2,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,6/14/2021,6/13/2031,N/A,Listed - Active ARB Project,6/15/2021,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,85100,View,www.hudsontech.com
ACR692,CAOD5692,Hudson Technologies Company,Hudson Tech 2021-3,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,10/14/2021,10/13/2031,N/A,Listed - Active ARB Project,11/23/2021,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,N/A,58191,View,www.hudsontech.com
ACR755,CAOD5755,Hudson Technologies Company,Hudson Tech 2022-1,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,4/22/2022,4/21/2032,N/A,Listed - Active ARB Project,4/12/2022,Pearl River,NEW YORK,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,76661,View,www.hudsontech.com
ACR810,CAOD5810,Hudson Technologies Company,Hudson Tech 2022-2,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,9/19/2022,9/18/2032,N/A,Listed - Active ARB Project,9/1/2022,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,52817,View,www.hudsontech.com
ACR877,CAOD5877,Hudson Technologies Company,Hudson Tech 2023-1,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,3/9/2023,3/8/2033,N/A,Listed - Active Registry Project,4/19/2023,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,71350,View,www.hudsontech.com
ACR921,CAOD5921,Hudson Technologies Company,Hudson Tech 2023-2,Ozone Depleting Substances,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,7/17/2023,8/5/2023,N/A,Listed - Proposed Project,8/28/2023,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SES, Inc.",N/A,,View,www.hudsontech.com
ACR557,N/A,Hudson Technologies Company,Hudson Tech HFC Reclamation Project 2020-1,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",1/2/2019,1/1/2034,Completed,Not ARB or Ecology Eligible,10/11/2022,Champaign,ILLINOIS,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),SCS Global Services (Scientific Certification Systems),269803,View,www.hudsontech.com
ACR648,N/A,Hudson Technologies Company,Hudson Technologies HFC Reclamation Project 2020 - Georgia,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",2/12/2020,2/11/2035,Completed,Not ARB or Ecology Eligible,10/25/2022,"Atlanta, GA",GEORGIA,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,Ruby Canyon Environment,688636,View,www.hudsontech.com
ACR629,N/A,Hudson Technologies Company,Hudson Technologies HFC Reclamation Project Champaign 2020,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",2/12/2020,2/11/2035,Completed,Not ARB or Ecology Eligible,10/25/2022,"Champaign, IL",OHIO,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,Ruby Canyon Environment,903568,View,www.hudsontech.com
ACR631,N/A,Hudson Technologies Company,Hudson Technologies HFC Reclamation Project Ontario 2020,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",1/20/2020,1/19/2035,Completed,Not ARB or Ecology Eligible,10/25/2022,Ontario,CALIFORNIA,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",Ruby Canyon Environment,Ruby Canyon Environment,156893,View,www.hudsontech.com
ACR210,CAFR5093,Huron Mountain Club,Huron Mountain Club Forest Carbon Project,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,4/21/2016,4/20/2041,N/A,Listed - Active ARB Project,9/4/2014,"Marquette County, Michigan",MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,N/A,1507676,View,
ACR637,N/A,737,ILTF/NICC & SIG  Keweenaw Bay Indian Community Forest Carbon Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,2/13/2019,2/12/2039,Registered,Not ARB or Ecology Eligible,4/25/2023,"Baraga, MI",MICHIGAN,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,Ruby Canyon Environment,570662,View,
ACR634,N/A,737,ILTF/NICC & SIG Fond Du Lac Band Forest Carbon Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,1/9/2019,1/8/2039,Registered,Not ARB or Ecology Eligible,6/10/2022,Cloquet,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,Ruby Canyon Environment,313927,View,
ACR207,N/A,"Truckers Carbon Exchange, Inc.",Improvements in Vehicle Efficiency for Crete Carrier Corp,Transport / Fleet Efficiency,AMS-III.BC.: Emissions Reductions through Improved Efficiency of Vehicle Fleet,1/1/2008,12/31/2014,Completed,Not ARB or Ecology Eligible,7/26/2022,Us (48 States),NEBRASKA,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",SCS Global Services (Scientific Certification Systems),,267128,View,
ACR204,N/A,"Truckers Carbon Exchange, Inc.",Improvements in Vehicle Efficiency for Marten Transport,Transport / Fleet Efficiency,AMS-III.BC.: Emissions Reductions through Improved Efficiency of Vehicle Fleet,1/1/2008,12/31/2014,Completed,Not ARB or Ecology Eligible,7/26/2022,US (48 States),WISCONSIN,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",SCS Global Services (Scientific Certification Systems),,207509,View,none
ACR103,N/A,Inland Empire Utilities Agency,Inland Empire Anaerobic Ag Digester,Livestock Waste Management,Anaerobic Digestion,1/1/2003,12/31/2009,Completed,Not ARB or Ecology Eligible,5/1/2012,Chino,CALIFORNIA,US,,Ruby Canyon Environment,,44202,View,
ACR162,N/A,Blue Source,International Paper,Energy Efficiency,"Monitoring, Reporting and Verification Protocol for Cogeneration",1/1/2003,12/31/2005,Completed,Not ARB or Ecology Eligible,5/1/2012,"Bucksport, ME",MAINE,US,,URS,,439035,View,
ACR349,CALS5349,"3Degrees Group, Inc.",Kettle Butte Digester,Livestock Waste Management,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,1/7/2016,9/30/2025,N/A,Listed - Active ARB Project,7/15/2016,Roberts,IDAHO,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",N/A,103049,View,
ACR721,N/A,Weyerhaeuser Company,Kibby Skinner IFM Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,1/1/2022,12/31/2041,Registered,Not ARB or Ecology Eligible,9/19/2023,Kibby and Skinner Townships of Franklin County,MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","Aster Global Environmental Solutions, Inc.",40711,View,
ACR509,N/A,375,Kite Hammock IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,9/9/2017,9/8/2037,Registered,Not ARB or Ecology Eligible,1/13/2022,Levy County,FLORIDA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC","S&A Carbon, LLC",143282,View,www.sfiprogram.org
ACR923,N/A,"Loci Controls, Inc.",Loess Hills Regional Sanitary Landfill,Landfill Gas Capture & Combustion,Landfill Gas Destruction and Beneficial Use Projects,4/1/2021,3/31/2031,Listed,Not ARB or Ecology Eligible,9/27/2023,Malvern,IOWA,US,"03: Good Health and Well-Being;07: Affordable and Clean Energy;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",,,,View,https://www.iawaste.com/
ACR378,,277,Lord Ellis Improved Forest Management Project,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,9/16/2016,3/16/2041,N/A,Listed - Active ARB Project,4/11/2017,Humboldt County,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,N/A,384896,View,
ACR219,N/A,Sustainable Carbon - Projetos Ambientais Ltda.,Low Carbon Agriculture: Composting Project in Brazil,Livestock Waste Management,ACM0010: Consolidated baseline methodology for GHG emission reductions from manure management systems,1/1/2014,12/31/2020,Canceled,Not ARB or Ecology Eligible,1/9/2021,"The project location is within the swine producing region of Brazil, in the west of the States of Paraná, Santa Catarina, and Rio Grande do Sul, which are located in the south of the country.","States of PR, SC, and RS",BR,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",,,,View,
ACR483,N/A,Hillsborough County/CELMD,Lower Green Swamp Preserve,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,1/1/2018,12/31/2037,Registered,Not ARB or Ecology Eligible,4/22/2019,Hillsborough County,FLORIDA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","Aster Global Environmental Solutions, Inc.",174278,View,
ACR115,N/A,"Entergy Services, Inc",Lower Mississippi Valley Reforestation,Forest Carbon,AR-ACM0001 Afforestation and Reforestation of Degraded Land,4/8/2002,4/7/2042,Registered,Not ARB or Ecology Eligible,5/1/2012,"National Wildlife Refuges, Managed by USFWS in the Lower Mississippi Valley",LOUISIANA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Environmental Services, Inc.","Environmental Services, Inc.",14934,View,
ACR771,CAMM5771,Keyrock Energy LLC,Lowry Mine Methane Incineration Project,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,11/11/2021,5/31/2031,N/A,Listed - Active ARB Project,4/29/2022,Homer City,PENNSYLVANIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",N/A,49718,View,
ACR897,N/A,Solifor Timberlands inc.,Maine St. John River Carbon Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,3/17/2023,3/16/2043,Listed,Not ARB or Ecology Eligible,6/20/2023,Aroostook and Somerset Counties,MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,,,View,
ACR392,CALS5392,"3Degrees Group, Inc.",Majestic Crossing Dairy Digester,Livestock Waste Management,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,10/1/2017,9/30/2027,N/A,Listed - Proposed Project,10/2/2017,"N5854 Meadowlark Road, Sheboygan Falls",WISCONSIN,US,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",,N/A,,View,
ACR165,N/A,Malhas Menegotti Industria Textil Ltda.,Malhas Menegotti Industria Textil Fuel Switch,Fuel Switching,AMS-I.C.: Thermal energy production with or without electricity,9/1/2006,8/31/2013,Completed,Not ARB or Ecology Eligible,9/13/2021,"Jaraguá do Sul, Santa Catarina, Brazil",SC,BR,"07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;13: Climate Action","Det Norske Veritas (U.S.A.), Inc.","Det Norske Veritas (U.S.A.), Inc.",253991,View,
ACR611,CAMM5611,"NextEra Energy Marketing, LLC",Marion County Flare I,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,10/18/2020,12/31/2030,N/A,Listed - Active ARB Project,12/14/2020,Metz,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",N/A,49713,View,
ACR778,CAMM5778,"NextEra Energy Marketing, LLC",Marion County Flare II,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,2/2/2022,12/31/2031,N/A,Listed - Active Registry Project,7/6/2022,"Mannington, WV",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",N/A,115823,View,
ACR493,CAMM5493,"NextEra Energy Marketing, LLC",Marshall County Flare I,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,6/5/2019,12/31/2028,N/A,Listed - Active ARB Project,6/20/2019,Cameron,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",N/A,261695,View,
ACR609,CAMM5609,"NextEra Energy Marketing, LLC",Marshall County Flare II,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,2/26/2020,12/31/2029,N/A,Listed - Active ARB Project,12/14/2020,Cameron,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",N/A,171213,View,
ACR610,CAMM5610,"NextEra Energy Marketing, LLC",Marshall County Flare III,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,7/27/2020,2/28/2030,N/A,Listed - Active ARB Project,12/14/2020,Cameron,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",N/A,48054,View,
ACR752,CAMM5752,"NextEra Energy Marketing, LLC",Marshall County Flare IV,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,10/28/2021,6/30/2031,N/A,Listed - Active Registry Project,7/6/2022,"Glen Easton, WV 26039",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",N/A,34902,View,
ACR820,CAMM5820,"NextEra Energy Marketing, LLC",Marshall County Flare V,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,3/14/2022,3/13/2032,N/A,Listed - Active ARB Project,11/9/2022,"Hog Run Road, Moundsville, WV 26041",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",Ruby Canyon Environment,N/A,26898,View,
ACR226,CAMM5100,"NextEra Energy Marketing, LLC",Marshall County VAM Abatement Project,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,11/1/2013,12/31/2023,N/A,Listed - Active ARB Project,12/16/2014,"Glen Easton, WV  26039",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.",N/A,1660307,View,
ACR769,N/A,"Loci Controls, Inc.","McCommas Bluff Landfill, Dallas TX: GHG Emission Reduction Automation Collection of Landfill Gas",Landfill Gas Capture & Combustion,Landfill Gas Destruction and Beneficial Use Projects,1/1/2019,12/31/2028,Listed,Not ARB or Ecology Eligible,10/26/2022,Dallas,TEXAS,US,"03: Good Health and Well-Being;07: Affordable and Clean Energy;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",,,,View,
